year,theme,qid_key,qid,qheader,qsub,socio_group,group_,response,num,denom,percent_,Quality,ObjectId
2021,Trust & civic engagement,47,29,"In the past 12 months, were you a member of or participant in a community group within your neighbourhood?",,Sex,Male,Yes,39400,224700,17.5,Good,2973
2018,Trust & civic engagement,47,40,"In the past 12 months, were you a member of or participant in a community group within your neighbourhood?",,Racial identity,Non-racialized,Yes,53000,333800,15.9,Good,2974
2021,Trust & civic engagement,47,29,"In the past 12 months, were you a member of or participant in a community group within your neighbourhood?",,Overall,Total,Yes,75800,442600,17.1,Good,2975
2018,Trust & civic engagement,47,40,"In the past 12 months, were you a member of or participant in a community group within your neighbourhood?",,,Total,Yes,63700,423400,15,Good,2976
2021,Trust & civic engagement,47,29,"In the past 12 months, were you a member of or participant in a community group within your neighbourhood?",,Education,"Trade certificate, diploma, college, CEGEP or other non-university certificate",Yes,15500,105800,14.7,Good,2977
2018,Trust & civic engagement,47,40,"In the past 12 months, were you a member of or participant in a community group within your neighbourhood?",,Education,"Trade certificate, diploma, college, CEGEP or other non-university certificate",Yes,13600,106400,12.8,Good,2978
2021,Trust & civic engagement,47,29,"In the past 12 months, were you a member of or participant in a community group within your neighbourhood?",,Education,University certificate,Yes,49300,238400,20.7,Good,2979
2018,Trust & civic engagement,47,40,"In the past 12 months, were you a member of or participant in a community group within your neighbourhood?",,Education,University certificate,Yes,41500,222800,18.6,Good,2980
2018,Trust & civic engagement,47,40,"In the past 12 months, were you a member of or participant in a community group within your neighbourhood?",,Racial identity,Racialized,Yes,9900,86400,11.5,Good,2981
2021,Trust & civic engagement,47,29,"In the past 12 months, were you a member of or participant in a community group within your neighbourhood?",,Racial identity,Racialized,Yes,9300,103200,9,Good,2982
2018,Trust & civic engagement,47,40,"In the past 12 months, were you a member of or participant in a community group within your neighbourhood?",,Sexual orientation,LGBTQ2S+,No,15100,19700,76.6,Good,2983
2021,Trust & civic engagement,47,29,"In the past 12 months, were you a member of or participant in a community group within your neighbourhood?",,Sexual orientation,LGBTQ2S+,No,17400,23600,73.7,Good,2984
2018,Trust & civic engagement,47,40,"In the past 12 months, were you a member of or participant in a community group within your neighbourhood?",,Sex,Female,No,181200,214700,84.4,Good,2985
2021,Trust & civic engagement,47,29,"In the past 12 months, were you a member of or participant in a community group within your neighbourhood?",,Sex,Female,No,181500,217900,83.3,Good,2986
2018,Trust & civic engagement,47,40,"In the past 12 months, were you a member of or participant in a community group within your neighbourhood?",,Sexual orientation,Heterosexual,No,331800,388600,85.4,Good,2987
2021,Trust & civic engagement,47,29,"In the past 12 months, were you a member of or participant in a community group within your neighbourhood?",,Sexual orientation,Heterosexual,No,334100,402200,83.1,Good,2988
2018,Trust & civic engagement,47,40,"In the past 12 months, were you a member of or participant in a community group within your neighbourhood?",,Education,High school diploma or a equivalency certificate,No,63300,68300,92.7,Good,2989
2021,Trust & civic engagement,47,29,"In the past 12 months, were you a member of or participant in a community group within your neighbourhood?",,Education,High school diploma or a equivalency certificate,No,71000,79800,89,Good,2990
2018,Trust & civic engagement,47,40,"In the past 12 months, were you a member of or participant in a community group within your neighbourhood?",,Education,Less than high school diploma or its equivalent,No,21000,24000,87.5,Good,2991
2021,Trust & civic engagement,47,29,"In the past 12 months, were you a member of or participant in a community group within your neighbourhood?",,Education,Less than high school diploma or its equivalent,No,16000,18200,87.9,Good,2992
2018,Trust & civic engagement,47,40,"In the past 12 months, were you a member of or participant in a community group within your neighbourhood?",,Sex,Male,No,178200,208500,85.5,Good,2993
2021,Trust & civic engagement,47,29,"In the past 12 months, were you a member of or participant in a community group within your neighbourhood?",,Sex,Male,No,185400,224700,82.5,Good,2994
2018,Trust & civic engagement,47,40,"In the past 12 months, were you a member of or participant in a community group within your neighbourhood?",,Racial identity,Non-racialized,No,281000,333800,84.2,Good,2995
2021,Trust & civic engagement,47,29,"In the past 12 months, were you a member of or participant in a community group within your neighbourhood?",,Racial identity,Non-racialized,No,272500,338500,80.5,Good,2996
2021,Trust & civic engagement,47,29,"In the past 12 months, were you a member of or participant in a community group within your neighbourhood?",,Overall,Total,No,366800,442600,82.9,Good,2997
2018,Trust & civic engagement,47,40,"In the past 12 months, were you a member of or participant in a community group within your neighbourhood?",,,Total,No,359500,423400,84.9,Good,2998
2021,Trust & civic engagement,47,29,"In the past 12 months, were you a member of or participant in a community group within your neighbourhood?",,Education,"Trade certificate, diploma, college, CEGEP or other non-university certificate",No,90300,105800,85.3,Good,2999
2018,Trust & civic engagement,47,40,"In the past 12 months, were you a member of or participant in a community group within your neighbourhood?",,Education,"Trade certificate, diploma, college, CEGEP or other non-university certificate",No,92900,106400,87.3,Good,3000
2021,Trust & civic engagement,47,29,"In the past 12 months, were you a member of or participant in a community group within your neighbourhood?",,Education,University certificate,No,189100,238400,79.3,Good,3001
2018,Trust & civic engagement,47,40,"In the past 12 months, were you a member of or participant in a community group within your neighbourhood?",,Education,University certificate,No,181300,222800,81.4,Good,3002
2018,Trust & civic engagement,47,40,"In the past 12 months, were you a member of or participant in a community group within your neighbourhood?",,Racial identity,Racialized,No,76300,86400,88.3,Good,3003
2021,Trust & civic engagement,47,29,"In the past 12 months, were you a member of or participant in a community group within your neighbourhood?",,Racial identity,Racialized,No,93900,103200,91,Good,3004
2021,Trust & civic engagement,47,29,"In the past 12 months, were you a member of or participant in a community group within your neighbourhood?",,Sexual orientation,LGBTQ2S+,Yes,6200,23600,26.3,Use with caution,3005
2021,Trust & civic engagement,47,29,"In the past 12 months, were you a member of or participant in a community group within your neighbourhood?",,Education,High school diploma or a equivalency certificate,Yes,8800,79800,11,Acceptable,3006
2018,Trust & civic engagement,47,40,"In the past 12 months, were you a member of or participant in a community group within your neighbourhood?",,Education,Less than high school diploma or its equivalent,Yes,3100,24000,12.9,Use with caution,3007
2021,Trust & civic engagement,47,29,"In the past 12 months, were you a member of or participant in a community group within your neighbourhood?",,Education,Less than high school diploma or its equivalent,Yes,2200,18200,12.1,Use with caution,3008
